region-centroid-col	region-centroid-row	region-pixel-count	short-line-density-5	short-line-density-2	vedge-mean	vegde-sd	hedge-mean	hedge-sd	intensity-mean	rawred-mean	rawblue-mean	rawgreen-mean	exred-mean	exblue-mean	exgreen-mean	value-mean	saturation-mean	hue-mean	class
115.00	195.00	9.00	0.00	0.00	3.83	2.96	3.94	1.71	57.11	51.33	70.11	49.89	-17.33	39.00	-21.67	70.11	0.29	-2.02	path
42.00	203.00	9.00	0.00	0.00	0.94	0.65	6.06	2.46	54.52	48.67	67.11	47.78	-17.56	37.78	-20.22	67.11	0.29	-2.05	path
87.00	146.00	9.00	0.00	0.00	0.94	0.61	5.11	4.71	43.15	36.89	55.89	36.67	-18.78	38.22	-19.44	55.89	0.35	-2.08	cement
58.00	58.00	9.00	0.00	0.00	0.56	0.40	0.89	0.86	123.00	112.56	137.44	119.00	-31.33	43.33	-12.00	137.44	0.18	-2.37	sky
122.00	129.00	9.00	0.00	0.00	2.28	0.86	19.83	11.94	51.00	46.89	60.67	45.44	-12.33	29.00	-16.67	60.67	0.25	-2.00	cement
199.00	140.00	9.00	0.00	0.00	0.44	0.25	0.50	0.39	6.00	7.44	6.89	3.67	4.33	2.67	-7.00	7.56	0.51	-0.92	brickface
83.00	54.00	9.00	0.00	0.00	0.78	0.72	0.67	0.56	109.96	97.56	127.44	104.89	-37.22	52.44	-15.22	127.44	0.23	-2.35	sky
163.00	131.00	9.00	0.00	0.00	0.17	0.18	0.28	0.25	1.56	0.89	3.67	0.11	-2.00	6.33	-4.33	3.67	0.97	-1.87	window
85.00	101.00	9.00	0.00	0.00	1.33	1.29	1.28	1.22	21.30	21.22	26.78	15.89	-0.22	16.44	-16.22	26.78	0.40	-1.56	brickface
123.00	187.00	9.00	0.00	0.00	2.67	1.85	3.44	1.66	58.67	52.56	72.56	50.89	-18.33	41.67	-23.33	72.56	0.30	-2.01	path
51.00	64.00	9.00	0.00	0.00	17.50	1.21	0.67	0.70	40.00	35.22	50.11	34.67	-14.33	30.33	-16.00	50.11	0.31	-2.03	cement
153.00	78.00	9.00	0.00	0.00	9.39	5.67	2.94	3.52	30.30	27.11	37.44	26.33	-9.56	21.44	-11.89	37.44	0.30	-2.02	cement
96.00	94.00	9.00	0.00	0.00	0.72	0.29	0.44	0.43	20.22	16.00	28.78	15.89	-12.67	25.67	-13.00	28.78	0.45	-2.08	window
176.00	100.00	9.00	0.00	0.00	1.94	0.77	1.44	0.65	55.37	50.33	66.89	48.89	-15.11	34.56	-19.44	66.89	0.27	-2.01	cement
218.00	147.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
67.00	71.00	9.00	0.00	0.00	1.67	0.89	1.50	0.30	125.96	115.56	140.89	121.44	-31.22	44.78	-13.56	140.89	0.18	-2.34	sky
169.00	117.00	9.00	0.00	0.00	1.22	0.62	1.11	1.29	31.26	27.44	39.00	27.33	-11.44	23.22	-11.78	39.00	0.31	-2.09	cement
252.00	27.00	9.00	0.00	0.00	1.28	0.60	1.00	0.58	136.30	130.33	145.56	133.00	-17.89	27.78	-9.89	145.56	0.10	-2.26	sky
114.00	242.00	9.00	0.00	0.00	2.72	2.45	4.67	1.92	24.07	19.22	22.44	30.56	-14.56	-4.89	19.44	30.56	0.37	2.40	grass
138.00	116.00	9.00	0.00	0.00	0.61	0.15	0.44	0.21	6.48	7.56	8.22	3.67	3.22	5.22	-8.44	8.33	0.56	-1.19	brickface
165.00	96.00	9.00	0.00	0.00	2.39	1.57	1.72	1.22	67.04	61.00	80.22	59.89	-18.11	39.56	-21.44	80.22	0.25	-2.04	cement
170.00	226.00	9.00	0.00	0.00	1.56	1.42	2.39	1.29	11.89	10.11	8.00	17.56	-5.33	-11.67	17.00	17.56	0.55	1.87	grass
178.00	16.00	9.00	0.00	0.00	0.33	0.30	1.50	1.21	112.96	99.56	131.00	108.33	-40.22	54.11	-13.89	131.00	0.24	-2.38	sky
189.00	115.00	9.00	0.00	0.00	0.17	0.03	0.33	0.13	6.67	8.22	7.89	3.89	4.67	3.67	-8.33	8.44	0.54	-0.97	brickface
119.00	181.00	9.00	0.11	0.00	0.78	0.75	3.28	1.61	21.41	16.56	19.67	28.00	-14.56	-5.22	19.78	28.00	0.41	2.38	grass
161.00	190.00	9.00	0.00	0.00	3.78	2.09	4.56	3.73	58.11	51.67	71.11	51.56	-19.33	39.00	-19.67	71.11	0.29	-2.10	path
34.00	131.00	9.00	0.00	0.00	0.33	0.18	0.72	0.55	0.81	0.33	1.89	0.22	-1.44	3.22	-1.78	1.89	0.93	-2.06	window
107.00	191.00	9.00	0.00	0.00	3.72	3.00	2.89	2.79	62.04	54.44	78.11	53.56	-22.78	48.22	-25.44	78.11	0.31	-2.06	path
62.00	140.00	9.00	0.00	0.00	2.44	1.01	1.39	0.69	23.00	17.89	32.22	18.89	-15.33	27.67	-12.33	32.22	0.44	-2.17	cement
165.00	99.00	9.00	0.00	0.00	0.89	0.47	0.78	0.47	93.41	79.00	118.00	83.22	-43.22	73.78	-30.56	118.00	0.33	-2.21	sky
208.00	154.00	9.00	0.00	0.11	11.67	125.87	0.94	0.69	8.70	5.89	13.89	6.33	-8.44	15.56	-7.11	13.89	0.77	-2.07	window
147.00	111.00	9.00	0.00	0.00	0.39	0.15	0.44	0.12	5.67	7.00	7.00	3.00	4.00	4.00	-8.00	7.33	0.59	-1.04	brickface
17.00	108.00	9.00	0.00	0.00	1.28	0.65	1.17	0.91	1.85	0.56	3.33	1.67	-3.89	4.44	-0.56	3.33	0.88	-2.46	foliage
53.00	53.00	9.00	0.00	0.00	1.00	0.44	1.11	0.43	113.15	104.33	130.22	104.89	-26.44	51.22	-24.78	130.22	0.20	-2.12	sky
78.00	107.00	9.00	0.00	0.00	0.83	0.66	1.61	1.93	17.19	18.33	20.67	12.56	3.44	10.44	-13.89	20.78	0.40	-1.31	brickface
184.00	197.00	9.00	0.00	0.00	3.06	3.26	4.56	2.75	11.96	8.89	9.56	17.44	-9.22	-7.22	16.44	17.44	0.52	2.16	grass
131.00	234.00	9.00	0.00	0.00	0.83	0.30	0.89	0.61	5.74	4.00	4.44	8.78	-5.22	-3.89	9.11	8.78	0.56	2.19	grass
219.00	134.00	9.00	0.00	0.00	0.28	0.11	0.67	0.44	4.74	6.44	5.22	2.56	5.11	1.44	-6.56	6.44	0.60	-0.73	brickface
79.00	154.00	9.00	0.00	0.00	1.11	1.59	0.17	0.08	0.74	0.44	1.56	0.22	-0.89	2.44	-1.56	1.56	0.29	-1.92	window
64.00	49.00	9.00	0.00	0.00	0.94	0.24	0.72	0.42	108.89	97.11	128.89	100.67	-35.33	60.00	-24.67	128.89	0.25	-2.21	sky
177.00	85.00	9.00	0.00	0.00	0.83	0.17	0.89	0.43	93.56	79.22	118.00	83.44	-43.00	73.33	-30.33	118.00	0.33	-2.21	sky
11.00	62.00	9.00	0.00	0.00	0.89	0.50	0.72	0.39	66.78	57.44	84.67	58.22	-28.00	53.67	-25.67	84.67	0.32	-2.12	cement
216.00	17.00	9.00	0.00	0.00	0.67	0.52	1.28	1.02	126.15	115.00	141.89	121.56	-33.44	47.22	-13.78	141.89	0.19	-2.35	sky
8.00	79.00	9.00	0.00	0.00	1.28	2.29	2.11	0.52	16.81	17.33	21.00	12.11	1.56	12.56	-14.11	21.00	0.42	-1.45	brickface
121.00	120.00	9.00	0.00	0.00	0.94	0.25	0.72	0.88	3.52	1.11	6.56	2.89	-7.22	9.11	-1.89	6.56	0.84	-2.43	foliage
241.00	145.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
188.00	133.00	9.00	0.00	0.00	0.33	0.27	0.50	0.08	6.67	8.33	7.78	3.89	5.00	3.33	-8.33	8.44	0.54	-0.92	brickface
248.00	13.00	9.00	0.00	0.00	0.78	0.21	1.11	0.30	104.11	88.22	128.44	95.67	-47.67	73.00	-25.33	128.44	0.31	-2.29	sky
19.00	184.00	9.00	0.00	0.00	0.56	0.34	0.83	0.62	14.22	12.33	11.00	19.33	-5.67	-9.67	15.33	19.33	0.43	1.94	grass
250.00	131.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
173.00	158.00	9.00	0.11	0.00	1.89	3.67	1.17	0.48	8.37	7.11	11.78	6.22	-3.78	10.22	-6.44	11.78	0.47	-1.90	cement
208.00	34.00	9.00	0.00	0.00	1.72	1.73	0.44	0.50	14.44	10.78	21.00	11.56	-11.00	19.67	-8.67	21.00	0.48	-2.16	window
206.00	61.00	9.00	0.00	0.00	0.56	0.40	0.50	0.46	7.07	4.67	12.22	4.33	-7.22	15.44	-8.22	12.22	0.65	-2.05	window
128.00	161.00	9.00	0.00	0.00	0.56	0.25	0.78	0.16	7.15	5.56	10.89	5.00	-4.78	11.22	-6.44	10.89	0.54	-2.00	cement
109.00	111.00	9.00	0.00	0.00	1.44	1.09	1.50	1.47	57.78	51.33	71.67	50.33	-19.33	41.67	-22.33	71.67	0.30	-2.05	cement
92.00	62.00	9.00	0.00	0.00	1.89	1.31	1.89	0.72	123.48	112.33	139.33	118.78	-33.44	47.56	-14.11	139.33	0.19	-2.34	sky
26.00	120.00	9.00	0.00	0.00	0.78	1.27	0.83	1.06	1.33	0.11	3.33	0.56	-3.67	6.00	-2.33	3.33	0.98	-2.18	foliage
203.00	93.00	9.00	0.00	0.00	2.67	6.44	3.44	11.67	6.78	3.22	11.89	5.22	-10.67	15.33	-4.67	11.89	0.76	-2.33	foliage
95.00	97.00	9.00	0.00	0.00	0.61	0.53	0.78	0.46	19.59	15.33	27.78	15.67	-12.78	24.56	-11.78	27.78	0.45	-2.12	window
62.00	223.00	9.00	0.00	0.00	2.50	5.72	1.67	2.44	6.67	4.89	4.67	10.44	-5.33	-6.00	11.33	10.44	0.59	2.05	grass
193.00	66.00	9.00	0.11	0.00	1.39	1.44	0.89	0.61	95.11	80.67	118.78	85.89	-43.33	71.00	-27.67	118.78	0.32	-2.24	sky
206.00	30.00	9.00	0.00	0.00	0.78	0.50	0.83	0.55	123.33	112.78	139.67	117.56	-31.67	49.00	-17.33	139.67	0.19	-2.28	sky
229.00	175.00	9.00	0.00	0.00	1.17	0.52	5.67	26.13	33.00	29.00	41.00	29.00	-12.00	24.00	-12.00	41.00	0.29	-2.09	path
233.00	124.00	9.00	0.11	0.00	2.11	1.50	2.06	0.49	40.93	35.78	51.44	35.56	-15.44	31.56	-16.11	51.44	0.32	-2.08	cement
173.00	93.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
223.00	141.00	9.00	0.11	0.00	2.11	1.81	0.78	0.16	9.85	6.00	16.56	7.00	-11.56	20.11	-8.56	16.56	0.64	-2.19	window
4.00	188.00	9.00	0.00	0.00	1.56	0.69	2.33	0.76	15.74	13.33	14.00	19.89	-7.22	-5.22	12.44	19.89	0.34	2.20	grass
88.00	180.00	9.00	0.00	0.00	1.50	0.94	3.83	2.89	50.41	45.22	62.33	43.67	-15.56	35.78	-20.22	62.33	0.30	-2.01	path
86.00	193.00	9.00	0.00	0.00	3.28	1.65	2.22	1.81	61.41	53.67	76.56	54.00	-23.22	45.44	-22.22	76.56	0.30	-2.11	path
217.00	73.00	9.00	0.00	0.00	0.89	0.79	1.72	0.86	4.85	1.78	9.67	3.11	-9.22	14.44	-5.22	9.67	0.82	-2.27	foliage
238.00	180.00	9.00	0.11	0.00	0.56	0.34	1.72	1.66	13.59	11.11	11.89	17.78	-7.44	-5.11	12.56	17.78	0.38	2.21	grass
31.00	106.00	9.00	0.00	0.00	1.61	0.73	0.72	1.17	19.11	19.56	23.67	14.11	1.33	13.67	-15.00	23.67	0.40	-1.48	brickface
35.00	76.00	9.00	0.00	0.11	7.78	192.21	7.83	201.72	13.52	8.44	19.44	12.67	-15.22	17.78	-2.56	19.44	0.64	-2.52	foliage
199.00	116.00	9.00	0.00	0.00	0.56	0.30	0.44	0.03	1.96	0.67	4.89	0.33	-3.89	8.78	-4.89	4.89	0.94	-2.02	window
34.00	115.00	9.00	0.00	0.00	0.50	0.39	0.78	0.61	6.30	7.33	7.89	3.67	3.11	4.78	-7.89	8.00	0.54	-1.18	brickface
136.00	216.00	9.00	0.11	0.00	2.78	1.33	2.72	2.98	15.07	11.44	13.22	20.56	-10.89	-5.56	16.44	20.56	0.44	2.28	grass
185.00	84.00	9.00	0.00	0.00	0.61	0.49	0.50	0.46	23.26	18.67	31.33	19.78	-13.78	24.22	-10.44	31.33	0.40	-2.18	window
60.00	131.00	9.00	0.00	0.00	0.33	0.09	0.33	0.09	5.22	7.22	5.44	3.00	6.00	0.67	-6.67	7.22	0.58	-0.62	brickface
121.00	107.00	9.00	0.00	0.00	1.56	0.87	13.17	5.59	54.00	49.44	64.44	48.11	-13.67	31.33	-17.67	64.44	0.25	-2.00	cement
244.00	105.00	9.00	0.00	0.00	5.94	4.92	1.50	0.81	22.70	19.11	29.56	19.44	-10.78	20.56	-9.78	29.56	0.36	-2.13	window
137.00	105.00	9.00	0.00	0.11	10.72	16.51	31.22	650.43	42.85	35.78	52.67	40.11	-21.22	29.44	-8.22	52.67	0.38	-2.38	foliage
2.00	245.00	9.00	0.00	0.00	1.89	2.16	3.17	3.28	6.41	6.22	6.00	7.00	-0.56	-1.22	1.78	7.22	0.19	1.76	grass
124.00	29.00	9.00	0.00	0.00	1.00	0.71	1.06	0.91	128.44	119.22	142.89	123.22	-27.67	43.33	-15.67	142.89	0.17	-2.27	sky
117.00	110.00	9.00	0.00	0.00	2.33	2.91	2.28	1.90	17.22	9.22	29.00	13.44	-24.00	35.33	-11.33	29.00	0.68	-2.32	foliage
202.00	129.00	9.00	0.00	0.00	0.22	0.54	3.44	3.80	2.30	2.44	2.56	1.89	0.44	0.78	-1.22	2.67	0.10	-1.10	window
191.00	107.00	9.00	0.00	0.00	2.06	1.53	10.33	3.01	29.22	26.89	35.89	24.89	-7.00	20.00	-13.00	35.89	0.31	-1.88	cement
174.00	181.00	9.00	0.00	0.00	3.28	3.15	4.17	2.79	59.07	52.33	74.22	50.67	-20.22	45.44	-25.22	74.22	0.32	-2.02	path
104.00	137.00	9.00	0.00	0.00	0.28	0.15	0.28	0.15	3.70	2.11	7.11	1.89	-4.78	10.22	-5.44	7.11	0.73	-2.06	window
49.00	240.00	9.00	0.00	0.11	3.06	1.64	2.06	1.74	20.44	15.22	18.78	27.33	-15.67	-5.00	20.67	27.33	0.45	2.42	grass
183.00	66.00	9.00	0.00	0.00	1.28	0.83	2.56	1.89	42.11	41.56	45.89	38.89	-1.67	11.33	-9.67	45.89	0.15	-1.68	cement
101.00	137.00	9.00	0.00	0.00	0.44	0.50	0.83	0.81	1.15	0.22	2.67	0.56	-2.78	4.56	-1.78	2.67	0.95	-2.20	foliage
244.00	194.00	9.00	0.00	0.00	1.72	1.14	2.28	2.04	49.74	44.44	61.67	43.11	-15.89	35.78	-19.89	61.67	0.30	-2.02	path
29.00	52.00	9.00	0.00	0.00	0.39	0.02	1.33	0.18	125.78	115.56	140.22	121.56	-30.67	43.33	-12.67	140.22	0.18	-2.35	sky
2.00	96.00	9.00	0.00	0.00	3.83	13.28	2.33	7.51	5.22	2.11	9.78	3.78	-9.33	13.67	-4.33	9.78	0.82	-2.33	foliage
190.00	186.00	9.00	0.00	0.11	2.72	2.25	6.06	2.82	50.07	45.67	60.22	44.33	-13.22	30.44	-17.22	60.22	0.27	-2.03	path
81.00	79.00	9.00	0.00	0.00	0.44	0.07	0.89	0.65	45.81	42.89	53.89	40.67	-8.78	24.22	-15.44	53.89	0.25	-1.92	cement
102.00	179.00	9.00	0.11	0.00	1.83	1.53	2.44	1.88	49.19	44.89	59.78	42.89	-12.89	31.78	-18.89	59.78	0.28	-1.97	path
199.00	144.00	9.00	0.00	0.00	0.33	0.52	0.33	0.37	0.44	0.11	1.11	0.11	-1.00	2.00	-1.00	1.11	0.74	-2.09	window
225.00	181.00	9.00	0.00	0.00	1.17	0.86	1.83	1.33	55.33	49.00	68.78	48.22	-19.00	40.33	-21.33	68.78	0.30	-2.05	path
185.00	85.00	9.00	0.00	0.00	9.28	81.49	2.83	9.19	49.15	45.00	59.56	42.89	-12.44	31.22	-18.78	59.56	0.28	-1.95	cement
122.00	106.00	9.00	0.11	0.00	1.61	0.60	1.61	2.73	23.04	22.00	29.89	17.22	-3.11	20.56	-17.44	29.89	0.42	-1.70	brickface
97.00	126.00	9.00	0.00	0.00	1.06	0.37	1.00	0.84	6.48	7.67	8.00	3.78	3.56	4.56	-8.11	8.33	0.55	-1.12	brickface
84.00	86.00	9.00	0.00	0.00	0.83	0.69	1.17	0.69	105.78	92.89	124.11	100.33	-38.67	55.00	-16.33	124.11	0.25	-2.34	sky
115.00	39.00	9.00	0.00	0.00	0.72	0.06	1.22	0.47	127.07	116.33	142.44	122.44	-32.22	46.11	-13.89	142.44	0.18	-2.34	sky
80.00	116.00	9.00	0.00	0.00	1.50	1.63	1.56	0.87	21.70	21.22	27.56	16.33	-1.44	17.56	-16.11	27.56	0.41	-1.63	brickface
237.00	137.00	9.00	0.00	0.00	0.39	0.11	0.33	0.04	0.67	0.00	2.00	0.00	-2.00	4.00	-2.00	2.00	1.00	-2.09	foliage
188.00	88.00	9.00	0.00	0.00	0.67	0.47	0.33	0.30	7.33	5.11	12.22	4.67	-6.67	14.67	-8.00	12.22	0.62	-2.04	window
167.00	53.00	9.00	0.00	0.00	1.28	0.49	0.94	0.39	40.44	36.89	48.67	35.78	-10.67	24.67	-14.00	48.67	0.26	-2.00	cement
86.00	20.00	9.00	0.00	0.00	0.94	1.02	1.94	1.06	65.19	56.44	81.67	57.44	-26.22	49.44	-23.22	81.67	0.31	-2.13	cement
141.00	17.00	9.00	0.11	0.22	3.72	4.45	5.00	2.32	44.59	40.33	54.00	39.44	-12.78	28.22	-15.44	54.00	0.27	-2.03	cement
6.00	90.00	9.00	0.00	0.00	1.94	0.60	1.33	1.82	18.11	18.78	22.11	13.44	2.00	12.00	-14.00	22.11	0.39	-1.43	brickface
23.00	237.00	9.00	0.00	0.00	1.67	2.44	1.78	2.07	5.85	4.22	4.56	8.78	-4.89	-3.89	8.78	8.78	0.54	2.18	grass
18.00	123.00	9.00	0.00	0.00	0.72	0.86	0.61	0.42	1.07	0.11	2.67	0.44	-2.89	4.78	-1.89	2.67	0.98	-2.17	foliage
123.00	152.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
37.00	78.00	9.00	0.00	0.00	1.00	0.18	2.56	2.87	43.81	41.11	51.89	38.44	-8.11	24.22	-16.11	51.89	0.26	-1.89	cement
94.00	135.00	9.00	0.00	0.00	2.28	1.26	0.56	0.39	2.19	0.78	4.89	0.89	-4.22	8.11	-3.89	4.89	0.89	-2.11	window
45.00	89.00	9.00	0.00	0.00	0.78	0.34	0.78	0.47	2.30	0.11	6.44	0.33	-6.56	12.44	-5.89	6.44	0.99	-2.12	foliage
94.00	67.00	9.00	0.00	0.00	2.56	3.36	1.56	1.19	23.74	22.89	30.78	17.56	-2.56	21.11	-18.56	30.78	0.43	-1.67	brickface
193.00	35.00	9.00	0.00	0.00	0.28	0.29	0.72	0.29	136.48	131.22	146.22	132.00	-15.78	29.22	-13.44	146.22	0.10	-2.15	sky
176.00	187.00	9.00	0.00	0.00	1.78	1.60	2.33	2.02	54.78	49.00	68.00	47.33	-17.33	39.67	-22.33	68.00	0.30	-2.01	path
138.00	21.00	9.00	0.00	0.00	0.67	0.76	1.00	0.52	127.30	116.22	143.11	122.56	-33.22	47.44	-14.22	143.11	0.19	-2.34	sky
212.00	68.00	9.00	0.11	0.00	2.89	2.08	1.83	0.94	37.96	37.56	41.67	34.67	-1.22	11.11	-9.89	41.67	0.17	-1.66	cement
127.00	118.00	9.00	0.22	0.00	1.72	1.53	3.44	9.50	22.74	21.56	29.00	17.67	-3.56	18.78	-15.22	29.00	0.39	-1.71	brickface
67.00	118.00	9.00	0.00	0.00	1.11	0.39	2.28	4.29	21.11	20.22	27.33	15.78	-2.67	18.67	-16.00	27.33	0.42	-1.62	brickface
229.00	104.00	9.00	0.00	0.00	0.50	0.55	2.83	2.04	19.78	16.33	26.11	16.89	-10.33	19.00	-8.67	26.11	0.38	-2.15	window
20.00	117.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	foliage
161.00	138.00	9.00	0.00	0.00	0.22	0.17	0.22	0.27	1.22	0.44	3.22	0.00	-2.33	6.00	-3.67	3.22	1.00	-1.95	window
17.00	18.00	9.00	0.00	0.00	1.22	1.29	1.28	1.25	125.63	114.00	142.00	120.89	-34.89	49.11	-14.22	142.00	0.20	-2.35	sky
25.00	208.00	9.00	0.00	0.00	5.72	4.84	6.33	3.55	55.63	48.22	70.33	48.33	-22.22	44.11	-21.89	70.33	0.32	-2.09	path
21.00	232.00	9.00	0.00	0.00	2.39	2.69	2.28	2.37	13.56	11.33	12.33	17.00	-6.67	-3.67	10.33	17.00	0.33	2.28	grass
33.00	132.00	9.00	0.11	0.00	1.06	1.00	1.72	1.00	1.96	0.67	4.22	1.00	-3.89	6.78	-2.89	4.22	0.68	-2.15	foliage
201.00	161.00	9.00	0.00	0.00	2.56	0.52	11.50	96.66	41.81	35.78	51.44	38.22	-18.11	28.89	-10.78	51.44	0.30	-2.34	path
49.00	95.00	9.00	0.00	0.00	1.67	5.91	3.00	3.29	5.19	2.22	9.44	3.89	-8.89	12.78	-3.89	9.44	0.79	-2.33	foliage
110.00	92.00	9.00	0.11	0.00	1.89	4.03	2.28	3.53	7.44	3.22	12.67	6.44	-12.67	15.67	-3.00	12.67	0.76	-2.45	foliage
225.00	244.00	9.00	0.00	0.00	3.39	2.20	3.00	1.52	12.26	10.33	9.33	17.11	-5.78	-8.78	14.56	17.11	0.48	1.99	grass
142.00	208.00	9.00	0.00	0.00	1.94	2.64	2.50	1.32	18.56	15.44	14.89	25.33	-9.33	-11.00	20.33	25.33	0.44	2.10	grass
39.00	138.00	9.00	0.00	0.00	1.11	0.50	2.39	1.64	54.63	49.11	66.78	48.00	-16.56	36.44	-19.89	66.78	0.28	-2.03	cement
28.00	188.00	9.00	0.00	0.00	1.44	1.50	5.11	19.01	29.96	26.89	36.44	26.56	-9.22	19.44	-10.22	36.44	0.28	-2.08	path
248.00	103.00	9.00	0.00	0.00	0.94	0.57	1.11	0.93	35.63	30.78	45.22	30.89	-14.56	28.78	-14.22	45.22	0.32	-2.10	cement
62.00	223.00	9.00	0.00	0.00	2.50	5.72	1.67	2.44	6.67	4.89	4.67	10.44	-5.33	-6.00	11.33	10.44	0.59	2.05	grass
66.00	160.00	9.00	0.00	0.00	3.00	4.04	2.78	0.43	22.85	18.22	31.56	18.78	-13.89	26.11	-12.22	31.56	0.43	-2.14	cement
180.00	162.00	9.00	0.00	0.00	3.11	5.76	12.94	9.40	41.48	35.67	50.56	38.22	-17.44	27.22	-9.78	50.56	0.29	-2.34	path
59.00	96.00	9.00	0.00	0.00	0.61	0.42	0.61	0.24	111.59	103.44	128.11	103.22	-24.44	49.56	-25.11	128.11	0.20	-2.09	sky
29.00	85.00	9.00	0.00	0.00	2.83	2.94	2.39	3.05	4.07	2.11	6.78	3.33	-5.89	8.11	-2.22	6.78	0.76	-2.37	foliage
90.00	116.00	9.00	0.00	0.00	1.28	0.85	1.33	1.14	18.74	11.78	29.56	14.89	-20.89	32.44	-11.56	29.56	0.60	-2.26	foliage
17.00	98.00	9.00	0.11	0.00	0.72	0.71	0.67	0.73	1.52	0.33	2.89	1.33	-3.56	4.11	-0.56	2.89	0.92	-2.42	foliage
170.00	113.00	9.00	0.00	0.00	2.83	0.62	1.22	0.69	28.33	24.33	34.89	25.78	-12.00	19.67	-7.67	34.89	0.30	-2.24	window
252.00	82.00	9.00	0.00	0.00	1.06	0.42	0.78	0.47	38.89	34.56	48.44	33.67	-13.00	28.67	-15.67	48.44	0.30	-2.03	cement
163.00	152.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
31.00	62.00	9.00	0.00	0.00	1.83	0.83	1.83	0.97	21.19	20.56	27.22	15.78	-1.89	18.11	-16.22	27.22	0.42	-1.65	brickface
108.00	144.00	9.00	0.00	0.00	0.39	0.15	0.22	0.07	0.96	0.00	2.89	0.00	-2.89	5.78	-2.89	2.89	1.00	-2.09	foliage
38.00	41.00	9.00	0.11	0.00	1.78	1.67	1.67	1.78	22.48	20.78	29.78	16.89	-5.11	21.89	-16.78	29.78	0.43	-1.77	brickface
229.00	104.00	9.00	0.00	0.00	0.50	0.55	2.83	2.04	19.78	16.33	26.11	16.89	-10.33	19.00	-8.67	26.11	0.38	-2.15	window
79.00	47.00	9.00	0.11	0.00	0.67	0.36	1.00	1.16	126.37	116.00	141.67	121.44	-31.11	45.89	-14.78	141.67	0.18	-2.32	sky
201.00	86.00	9.00	0.00	0.11	9.50	222.70	8.78	105.54	13.41	8.78	19.89	11.56	-13.89	19.44	-5.56	19.89	0.63	-2.36	foliage
180.00	116.00	9.00	0.00	0.00	2.94	1.61	1.33	0.82	33.19	29.11	41.67	28.78	-12.22	25.44	-13.22	41.67	0.31	-2.07	cement
252.00	195.00	9.00	0.00	0.00	2.61	2.09	3.72	2.21	47.67	42.44	58.78	41.78	-15.67	33.33	-17.67	58.78	0.29	-2.05	path
105.00	110.00	9.00	0.00	0.00	0.50	0.12	1.94	2.37	4.22	4.33	6.33	2.00	0.33	6.33	-6.67	6.33	0.71	-1.54	brickface
161.00	147.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
229.00	24.00	9.00	0.00	0.00	1.78	1.11	1.22	1.05	49.19	42.33	61.22	44.00	-20.56	36.11	-15.56	61.22	0.31	-2.19	cement
240.00	26.00	9.00	0.00	0.00	1.22	1.01	0.89	0.21	136.89	131.00	146.56	133.11	-17.67	29.00	-11.33	146.56	0.11	-2.23	sky
96.00	119.00	9.00	0.00	0.00	0.33	0.09	0.56	0.21	1.44	0.00	4.22	0.11	-4.33	8.33	-4.00	4.22	1.00	-2.11	foliage
97.00	116.00	9.00	0.00	0.00	0.72	0.20	0.56	0.21	6.63	7.56	8.44	3.89	2.78	5.44	-8.22	8.56	0.55	-1.23	brickface
207.00	215.00	9.00	0.00	0.00	3.22	2.04	2.50	1.62	23.81	18.11	22.67	30.67	-17.11	-3.44	20.56	30.67	0.41	2.47	grass
29.00	125.00	9.00	0.00	0.00	0.39	0.06	0.67	0.18	5.85	7.22	6.89	3.44	4.11	3.11	-7.22	7.33	0.53	-0.94	brickface
24.00	58.00	9.00	0.00	0.00	0.89	0.16	1.39	2.29	20.93	20.00	27.33	15.44	-2.78	19.22	-16.44	27.33	0.43	-1.69	brickface
10.00	190.00	9.00	0.00	0.00	2.67	6.98	2.50	2.66	32.96	29.33	41.11	28.44	-10.89	24.44	-13.56	41.11	0.31	-2.02	path
76.00	198.00	9.00	0.00	0.00	1.78	1.20	1.50	0.69	14.56	12.11	11.78	19.78	-7.33	-8.33	15.67	19.78	0.41	2.06	grass
212.00	160.00	9.00	0.00	0.00	1.44	1.29	1.44	1.77	23.26	17.78	23.44	28.56	-16.44	0.56	15.89	28.56	0.38	2.64	grass
