															
b	16.25	0.00	y	p	aa	v	0.25	f	f	0.00	f	g	60.00	0.00	-
b	23.00	0.75	u	g	m	v	0.50	t	f	0.00	t	s	320.00	0.00	-
b	21.17	0.25	y	p	c	h	0.25	f	f	0.00	f	g	280.00	204.00	-
b	17.50	22.00	l	gg	ff	o	0.00	f	f	0.00	t	p	450.00	100000.00	+
b	19.17	0.00	y	p	m	bb	0.00	f	f	0.00	t	s	500.00	1.00	+
b	36.75	0.13	y	p	c	v	1.50	f	f	0.00	t	g	232.00	113.00	+
b	21.25	1.50	u	g	w	v	1.50	f	f	0.00	f	g	150.00	8.00	+
a	18.08	0.38	l	gg	cc	ff	10.00	f	f	0.00	t	s	300.00	0.00	+
a	33.67	0.38	u	g	cc	v	0.38	f	f	0.00	f	g	300.00	44.00	+
b	48.58	0.20	y	p	k	v	0.25	t	t	11.00	f	g	380.00	2732.00	+
b	33.67	1.25	u	g	w	v	1.16	f	f	0.00	f	g	120.00	0.00	-
a	29.50	1.09	y	p	x	v	1.00	f	f	0.00	f	g	280.00	13.00	-
b	30.17	1.09	y	p	c	v	0.04	f	f	0.00	f	g	170.00	179.00	-
?	40.83	3.50	u	g	i	bb	0.50	f	f	0.00	f	s	1160.00	0.00	-
b	34.83	2.50	y	p	w	v	3.00	f	f	0.00	f	s	200.00	0.00	-
b	31.57	4.00	y	p	i	v	0.09	f	f	0.00	t	g	411.00	0.00	-
b	20.42	0.00	?	?	?	?	0.00	f	f	0.00	f	p	184.01	0.00	-
a	33.25	2.50	y	p	c	v	2.50	f	f	0.00	t	g	0.00	2.00	-
b	34.08	2.50	u	g	c	v	1.00	f	f	0.00	f	g	460.00	16.00	-
a	25.25	12.50	u	g	d	v	1.00	f	f	0.00	t	g	180.00	1062.00	-
b	34.75	2.50	u	g	cc	bb	0.50	f	f	0.00	f	g	348.00	0.00	-
b	27.67	0.75	u	g	q	h	0.17	f	f	0.00	t	g	220.00	251.00	-
b	47.33	6.50	u	g	c	v	1.00	f	f	0.00	t	g	0.00	228.00	-
a	34.83	1.25	y	p	i	h	0.50	f	f	0.00	t	g	160.00	0.00	-
a	33.25	3.00	y	p	aa	v	2.00	f	f	0.00	f	g	180.00	0.00	-
b	28.00	3.00	u	g	w	v	0.75	f	f	0.00	t	g	300.00	67.00	-
a	39.08	4.00	u	g	c	v	3.00	f	f	0.00	f	g	480.00	0.00	-
b	42.75	4.09	u	g	aa	v	0.04	f	f	0.00	f	g	108.00	100.00	-
b	26.92	2.25	u	g	i	bb	0.50	f	f	0.00	t	g	640.00	4000.00	-
b	33.75	2.75	u	g	i	bb	0.00	f	f	0.00	f	g	180.00	0.00	-
b	38.92	1.75	u	g	k	v	0.50	f	f	0.00	t	g	300.00	2.00	-
b	62.75	7.00	u	g	e	z	0.00	f	f	0.00	f	g	0.00	12.00	-
?	32.25	1.50	u	g	c	v	0.25	f	f	0.00	t	g	372.00	122.00	-
b	26.75	4.50	y	p	c	bb	2.50	f	f	0.00	f	g	200.00	1210.00	-
b	63.33	0.54	u	g	c	v	0.58	t	t	3.00	t	g	180.00	0.00	-
b	27.83	1.50	u	g	w	v	2.25	f	t	1.00	t	g	100.00	3.00	-
a	26.17	2.00	u	g	j	j	0.00	f	f	0.00	t	g	276.00	1.00	-
b	22.17	0.58	y	p	ff	ff	0.00	f	f	0.00	f	g	100.00	0.00	-
b	22.50	11.50	y	p	m	v	1.50	f	f	0.00	t	g	0.00	4000.00	-
b	30.75	1.59	u	g	d	v	0.58	f	f	0.00	t	s	0.00	0.00	-
b	36.67	2.00	u	g	i	v	0.25	f	f	0.00	t	g	221.00	0.00	-
a	16.00	0.17	u	g	aa	v	1.00	f	t	2.00	t	g	320.00	1.00	-
b	41.17	1.34	u	g	d	v	0.17	f	f	0.00	f	g	168.00	0.00	-
a	19.50	0.17	u	g	q	v	0.04	f	f	0.00	t	g	380.00	0.00	-
b	32.42	3.00	u	g	d	v	0.17	f	f	0.00	t	g	120.00	0.00	-
a	36.75	4.71	u	g	ff	ff	0.00	f	f	0.00	f	g	160.00	0.00	-
a	30.25	5.50	u	g	k	v	5.50	f	f	0.00	t	s	100.00	0.00	-
b	23.08	2.50	u	g	ff	ff	0.09	f	f	0.00	t	g	100.00	4208.00	-
b	26.83	0.54	u	g	k	ff	0.00	f	f	0.00	f	g	100.00	0.00	-
b	16.92	0.34	y	p	k	v	0.29	f	f	0.00	f	s	200.00	0.00	-
b	24.42	2.00	u	g	e	dd	0.17	f	t	2.00	f	g	320.00	1300.00	-
b	42.83	1.25	u	g	m	v	13.88	f	t	1.00	t	g	352.00	112.00	-
a	22.75	6.16	u	g	aa	v	0.17	f	f	0.00	f	g	220.00	1000.00	-
b	39.42	1.71	y	p	m	v	0.17	f	f	0.00	f	s	400.00	0.00	-
a	23.58	11.50	y	p	k	h	3.00	f	f	0.00	t	g	20.00	16.00	-
b	21.42	0.75	y	p	r	n	0.75	f	f	0.00	t	g	132.00	2.00	-
b	33.00	2.50	y	p	w	v	7.00	f	f	0.00	t	g	280.00	0.00	-
b	26.33	13.00	u	g	e	dd	0.00	f	f	0.00	t	g	140.00	1110.00	-
a	45.00	4.59	u	g	k	h	1.00	f	f	0.00	t	s	240.00	0.00	-
b	26.25	1.54	u	g	w	v	0.13	f	f	0.00	f	g	100.00	0.00	-
?	28.17	0.58	u	g	aa	v	0.04	f	f	0.00	f	g	260.00	1004.00	-
a	20.83	0.50	y	p	e	dd	1.00	f	f	0.00	f	g	260.00	0.00	-
b	28.67	14.50	u	g	d	v	0.13	f	f	0.00	f	g	0.00	286.00	-
b	20.67	0.83	y	p	c	v	2.00	f	f	0.00	t	s	240.00	0.00	-
b	34.42	1.34	u	g	i	bb	0.13	f	f	0.00	t	g	440.00	4500.00	-
b	33.58	0.25	u	g	i	bb	4.00	f	f	0.00	t	s	420.00	0.00	-
b	43.17	5.00	u	g	i	bb	2.25	f	f	0.00	t	g	141.00	0.00	-
a	22.67	7.00	u	g	c	v	0.17	f	f	0.00	f	g	160.00	0.00	-
a	24.33	2.50	y	p	i	bb	4.50	f	f	0.00	f	g	200.00	456.00	-
a	56.83	4.25	y	p	ff	ff	5.00	f	f	0.00	t	g	0.00	4.00	-
b	22.08	11.46	u	g	k	v	1.59	f	f	0.00	t	g	100.00	1212.00	-
b	34.00	5.50	y	p	c	v	1.50	f	f	0.00	t	g	60.00	0.00	-
b	22.58	1.50	y	p	aa	v	0.54	f	f	0.00	t	g	120.00	67.00	-
b	21.17	0.00	u	g	c	v	0.50	f	f	0.00	t	s	0.00	0.00	-
b	26.67	14.59	u	g	i	bb	0.00	f	f	0.00	t	g	178.00	0.00	-
b	22.92	0.17	u	g	m	v	0.09	f	f	0.00	f	s	0.00	0.00	-
b	15.17	7.00	u	g	e	v	1.00	f	f	0.00	f	g	600.00	0.00	-
b	39.92	5.00	u	g	i	bb	0.21	f	f	0.00	f	g	550.00	0.00	-
b	27.42	12.50	u	g	aa	bb	0.25	f	f	0.00	t	g	720.00	0.00	-
b	24.75	0.54	u	g	m	v	1.00	f	f	0.00	t	g	120.00	1.00	-
b	41.17	1.25	y	p	w	v	0.25	f	f	0.00	f	g	0.00	195.00	-
a	33.08	1.63	u	g	d	v	0.54	f	f	0.00	t	g	0.00	0.00	-
b	29.83	2.04	y	p	x	h	0.04	f	f	0.00	f	g	128.00	1.00	-
a	23.58	0.58	y	p	ff	ff	0.13	f	f	0.00	f	g	120.00	87.00	-
b	26.17	12.50	y	p	k	h	1.25	f	f	0.00	t	g	0.00	17.00	-
b	31.00	2.09	u	g	c	v	0.09	f	f	0.00	f	g	300.00	0.00	-
b	20.75	5.09	y	p	j	v	0.29	f	f	0.00	f	g	140.00	184.00	-
b	28.92	0.38	u	g	c	v	0.29	f	f	0.00	f	g	220.00	140.00	-
a	51.92	6.50	u	g	i	bb	3.09	f	f	0.00	t	g	73.00	0.00	-
a	22.67	0.34	u	g	q	v	0.75	f	f	0.00	f	s	160.00	0.00	-
b	34.00	5.09	y	p	i	bb	1.09	f	f	0.00	t	g	480.00	0.00	-
a	69.50	6.00	u	g	ff	ff	0.00	f	f	0.00	f	s	0.00	0.00	-
a	40.33	8.13	y	p	k	v	0.17	f	t	2.00	f	g	184.01	18.00	-
a	19.58	0.67	y	p	c	v	1.00	f	t	1.00	f	g	2000.00	2.00	-
b	16.00	3.13	u	g	w	v	0.09	f	t	1.00	f	g	0.00	6.00	-
b	17.08	0.25	u	g	q	v	0.34	f	t	4.00	f	g	160.00	8.00	-
b	31.25	2.84	u	g	ff	ff	0.00	f	t	5.00	f	g	176.00	146.00	-
b	25.17	3.00	u	g	c	v	1.25	f	t	1.00	f	g	0.00	22.00	-
a	22.67	0.79	u	g	i	v	0.09	f	f	0.00	f	g	144.00	0.00	-
b	40.58	1.50	u	g	i	bb	0.00	f	f	0.00	f	s	300.00	0.00	-
b	22.25	0.46	u	g	k	v	0.13	f	f	0.00	t	g	280.00	55.00	-
a	22.25	1.25	y	p	ff	ff	3.25	f	f	0.00	f	g	280.00	0.00	-
b	22.50	0.13	y	p	k	v	0.13	f	f	0.00	f	g	200.00	70.00	-
b	23.58	1.79	u	g	c	v	0.54	f	f	0.00	t	g	136.00	1.00	-
b	38.42	0.70	u	g	c	v	0.38	f	t	2.00	f	g	225.00	500.00	-
a	26.58	2.54	y	p	ff	ff	0.00	f	f	0.00	t	g	180.00	60.00	-
b	35.00	2.50	u	g	i	v	1.00	f	f	0.00	t	g	210.00	0.00	-
b	20.42	1.09	u	g	q	v	1.50	f	f	0.00	f	g	108.00	7.00	-
b	29.42	1.25	u	g	w	v	1.75	f	f	0.00	f	g	200.00	0.00	-
b	26.17	0.83	u	g	cc	v	1.16	f	f	0.00	f	g	100.00	0.00	-
b	33.67	2.16	u	g	c	v	1.50	f	f	0.00	f	p	120.00	0.00	-
b	24.58	1.25	u	g	c	v	0.25	f	f	0.00	f	g	110.00	0.00	-
a	27.67	2.04	u	g	w	v	0.25	f	f	0.00	t	g	180.00	50.00	-
b	37.50	0.83	u	g	e	v	0.04	f	f	0.00	f	g	120.00	5.00	-
b	49.17	2.29	u	g	ff	ff	0.29	f	f	0.00	f	g	200.00	3.00	-
b	33.58	0.34	y	p	cc	v	0.09	f	f	0.00	f	g	180.00	0.00	-
b	51.83	3.00	y	p	ff	ff	1.50	f	f	0.00	f	g	180.00	4.00	-
b	22.92	3.16	y	p	c	v	0.17	f	f	0.00	f	g	160.00	1058.00	-
b	21.83	1.54	u	g	k	v	0.09	f	f	0.00	t	g	356.00	0.00	-
b	25.25	1.00	u	g	aa	v	0.50	f	f	0.00	f	g	200.00	0.00	-
b	58.58	2.71	u	g	c	v	2.41	f	f	0.00	t	g	320.00	0.00	-
b	19.00	0.00	y	p	ff	ff	0.00	f	t	4.00	f	g	45.00	1.00	-
b	19.58	0.58	u	g	ff	ff	0.00	f	t	3.00	f	g	350.00	769.00	-
a	53.33	0.17	u	g	ff	ff	0.00	f	f	0.00	t	s	62.00	27.00	-
a	27.17	1.25	u	g	ff	ff	0.00	f	t	1.00	f	g	92.00	300.00	-
b	25.92	0.88	u	g	k	v	0.38	f	t	2.00	t	g	174.00	3.00	-
b	23.08	0.00	u	g	k	v	1.00	f	t	11.00	f	s	0.00	0.00	-
b	39.58	5.00	u	g	ff	ff	0.00	f	t	2.00	f	g	17.00	1.00	-
b	30.58	2.71	y	p	m	v	0.13	f	f	0.00	t	s	80.00	0.00	-
b	17.25	3.00	u	g	k	v	0.04	f	f	0.00	t	g	160.00	40.00	-
a	17.67	0.00	y	p	j	ff	0.00	f	f	0.00	f	g	86.00	0.00	-
a	31.57	11.25	u	g	ff	ff	0.00	f	f	0.00	f	g	184.01	5200.00	-
b	16.50	0.13	u	g	c	v	0.17	f	f	0.00	f	g	132.00	0.00	-
a	27.33	1.66	u	g	ff	ff	0.00	f	f	0.00	f	g	340.00	1.00	-
b	31.25	1.13	u	g	ff	ff	0.00	f	t	1.00	f	g	96.00	19.00	-
b	20.00	7.00	u	g	c	v	0.50	f	f	0.00	f	g	0.00	0.00	-
b	31.57	3.00	y	p	i	bb	7.00	f	f	0.00	f	g	0.00	1.00	-
b	39.50	1.63	u	g	c	v	1.50	f	f	0.00	f	g	0.00	316.00	-
b	36.50	4.25	u	g	q	v	3.50	f	f	0.00	f	g	454.00	50.00	-
?	29.75	0.67	u	g	w	v	0.25	f	f	0.00	t	g	300.00	0.00	-
b	52.42	1.50	u	g	d	v	3.75	f	f	0.00	t	g	0.00	350.00	-
b	36.17	18.13	u	g	w	v	0.09	f	f	0.00	f	g	320.00	3552.00	-
b	34.58	0.00	?	?	?	?	0.00	f	f	0.00	f	p	184.01	0.00	-
b	29.67	0.75	y	p	c	v	0.04	f	f	0.00	f	g	240.00	0.00	-
b	36.17	5.50	u	g	i	bb	5.00	f	f	0.00	f	g	210.00	687.00	-
b	25.67	0.29	y	p	c	v	1.50	f	f	0.00	t	g	160.00	0.00	-
a	24.50	2.41	y	p	c	v	0.00	f	f	0.00	f	g	120.00	0.00	-
b	24.08	0.88	u	g	m	v	0.09	f	t	4.00	f	g	254.00	1950.00	-
b	21.92	0.50	u	g	c	v	0.13	f	f	0.00	f	g	360.00	0.00	-
a	36.58	0.29	u	g	ff	ff	0.00	f	t	10.00	f	g	200.00	18.00	-
a	23.00	1.84	u	g	j	j	0.00	f	t	1.00	f	g	200.00	53.00	-
a	27.58	3.00	u	g	m	v	2.79	f	t	1.00	t	g	280.00	10.00	-
b	31.08	3.09	u	g	c	v	2.50	f	t	2.00	t	g	160.00	41.00	-
a	30.42	1.38	u	g	w	h	0.04	f	t	3.00	f	g	0.00	33.00	-
b	22.08	2.34	u	g	k	v	0.75	f	f	0.00	f	g	180.00	0.00	-
b	16.33	4.09	u	g	i	h	0.41	f	f	0.00	t	g	120.00	0.00	-
a	21.92	11.66	u	g	k	h	0.09	f	f	0.00	f	g	320.00	5.00	-
b	21.08	4.13	y	p	i	h	0.04	f	f	0.00	f	g	140.00	100.00	-
b	17.42	6.50	u	g	i	v	0.13	f	f	0.00	f	g	60.00	100.00	-
b	19.17	4.00	y	p	i	v	1.00	f	f	0.00	t	g	360.00	1000.00	-
b	20.67	0.41	u	g	c	v	0.13	f	f	0.00	f	g	0.00	44.00	-
b	26.75	2.00	u	g	d	v	0.75	f	f	0.00	t	g	80.00	0.00	-
b	23.58	0.83	u	g	i	h	0.09	f	f	0.00	t	g	220.00	5.00	-
b	39.17	2.50	y	p	i	h	10.00	f	f	0.00	t	s	200.00	0.00	-
b	22.75	11.50	u	g	i	v	0.41	f	f	0.00	f	g	0.00	0.00	-
?	26.50	2.71	y	p	?	?	0.09	f	f	0.00	f	s	80.00	0.00	-
a	16.92	0.50	u	g	i	v	0.17	f	t	6.00	t	g	240.00	35.00	-
b	23.50	3.16	y	p	k	v	0.41	f	t	1.00	t	g	280.00	80.00	-
a	17.33	9.50	u	g	aa	v	1.75	f	t	10.00	t	g	0.00	10.00	-
b	23.75	0.41	y	p	c	v	0.04	f	t	2.00	f	g	128.00	6.00	-
b	34.67	1.08	u	g	m	v	1.16	f	f	0.00	f	s	28.00	0.00	-
b	74.83	19.00	y	p	ff	ff	0.04	f	t	2.00	f	g	0.00	351.00	-
b	28.17	0.13	y	p	k	v	0.09	f	f	0.00	f	g	216.00	2100.00	-
b	24.50	13.34	y	p	aa	v	0.04	f	f	0.00	t	g	120.00	475.00	-
b	18.83	3.54	y	p	ff	ff	0.00	f	f	0.00	t	g	180.00	1.00	-
?	45.33	1.00	u	g	q	v	0.13	f	f	0.00	t	g	263.00	0.00	-
a	47.25	0.75	u	g	q	h	2.75	t	t	1.00	f	g	333.00	892.00	+
b	24.17	0.88	u	g	q	v	4.63	t	t	2.00	t	g	520.00	2000.00	+
b	39.25	9.50	u	g	m	v	6.50	t	t	14.00	f	g	240.00	4607.00	+
a	20.50	11.84	u	g	c	h	6.00	t	f	0.00	f	g	340.00	0.00	+
a	18.83	4.41	y	p	c	h	3.00	t	f	0.00	f	g	240.00	0.00	+
b	19.17	9.50	u	g	w	v	1.50	t	f	0.00	f	g	120.00	2206.00	+
a	25.00	0.88	u	g	x	h	1.04	t	f	0.00	t	g	160.00	5860.00	+
b	20.17	9.25	u	g	c	v	1.66	t	t	3.00	t	g	40.00	28.00	+
b	25.75	0.50	u	g	c	v	1.46	t	t	5.00	t	g	312.00	0.00	+
b	20.42	7.00	u	g	c	v	1.63	t	t	3.00	f	g	200.00	1391.00	+
b	31.57	4.00	u	g	x	v	5.00	t	t	3.00	t	g	290.00	2279.00	+
b	39.00	5.00	u	g	cc	v	3.50	t	t	10.00	t	g	0.00	0.00	+
a	64.08	0.17	u	g	ff	ff	0.00	t	t	1.00	f	g	232.00	100.00	+
b	28.25	5.13	u	g	x	v	4.75	t	t	2.00	f	g	420.00	7.00	+
a	28.75	3.75	u	g	c	v	1.09	t	t	1.00	t	g	371.00	0.00	+
b	31.33	19.50	u	g	c	v	7.00	t	t	16.00	f	g	0.00	5000.00	+
a	18.92	9.00	u	g	aa	v	0.75	t	t	2.00	f	g	88.00	591.00	+
a	24.75	3.00	u	g	q	h	1.84	t	t	19.00	f	g	0.00	500.00	+
a	30.67	12.00	u	g	c	v	2.00	t	t	1.00	f	g	220.00	19.00	+
b	21.00	4.79	y	p	w	v	2.25	t	t	1.00	t	g	80.00	300.00	+
b	13.75	4.00	y	p	w	v	1.75	t	t	2.00	t	g	120.00	1000.00	+
a	46.00	4.00	u	g	j	j	0.00	t	f	0.00	f	g	100.00	960.00	+
a	44.33	0.00	u	g	c	v	2.50	t	f	0.00	f	g	0.00	0.00	+
b	20.25	9.96	u	g	e	dd	0.00	t	f	0.00	f	g	0.00	0.00	+
b	22.67	2.54	y	p	c	h	2.59	t	f	0.00	f	g	0.00	0.00	+
b	31.57	10.50	u	g	x	v	6.50	t	f	0.00	f	g	0.00	0.00	+
a	60.92	5.00	u	g	aa	v	4.00	t	t	4.00	f	g	0.00	99.00	+
b	16.08	0.75	u	g	c	v	1.75	t	t	5.00	t	g	352.00	690.00	+
a	28.17	0.38	u	g	q	v	0.58	t	t	4.00	f	g	80.00	0.00	+
b	39.17	1.71	u	g	x	v	0.13	t	t	5.00	t	g	480.00	0.00	+
?	20.42	7.50	u	g	k	v	1.50	t	t	1.00	f	g	160.00	234.00	+
a	30.00	5.29	u	g	e	dd	2.25	t	t	5.00	t	g	99.00	500.00	+
b	22.83	3.00	u	g	m	v	1.29	t	t	1.00	f	g	260.00	800.00	+
a	22.50	8.50	u	g	q	v	1.75	t	t	10.00	f	g	80.00	990.00	-
a	28.58	1.66	u	g	q	v	2.41	t	f	0.00	t	g	440.00	0.00	-
b	45.17	1.50	u	g	c	v	2.50	t	f	0.00	t	g	140.00	0.00	-
b	41.58	1.75	u	g	k	v	0.21	t	f	0.00	f	g	160.00	0.00	-
a	57.08	0.34	u	g	i	bb	1.00	t	f	0.00	t	g	252.00	2197.00	-
a	55.75	7.08	u	g	k	h	6.75	t	t	3.00	t	g	100.00	50.00	-
b	43.25	25.21	u	g	q	h	0.21	t	t	1.00	f	g	760.00	90.00	-
a	25.33	2.09	u	g	c	h	2.75	t	f	0.00	t	g	360.00	1.00	-
a	24.58	0.67	u	g	aa	h	1.75	t	f	0.00	f	g	400.00	0.00	-
b	43.17	2.25	u	g	i	bb	0.75	t	f	0.00	f	g	560.00	0.00	-
b	40.92	0.83	u	g	ff	ff	0.00	t	f	0.00	f	g	130.00	1.00	-
b	31.83	2.50	u	g	aa	v	7.50	t	f	0.00	t	g	523.00	0.00	-
a	33.92	1.59	y	p	ff	ff	0.00	t	f	0.00	f	g	320.00	0.00	-
a	24.92	1.25	u	g	ff	ff	0.00	t	f	0.00	f	g	80.00	0.00	-
b	35.25	3.16	u	g	x	h	3.75	t	f	0.00	t	g	680.00	0.00	-
b	34.25	1.75	u	g	w	bb	0.25	t	f	0.00	t	g	163.00	0.00	-
b	80.25	5.50	u	g	?	?	0.54	t	f	0.00	f	g	0.00	340.00	-
b	19.42	1.50	y	p	cc	v	2.00	t	f	0.00	t	g	100.00	20.00	-
b	42.75	3.00	u	g	i	bb	1.00	t	f	0.00	f	g	0.00	200.00	-
b	19.67	10.00	y	p	k	h	0.83	t	f	0.00	t	g	140.00	0.00	-
b	36.33	3.79	u	g	w	v	1.16	t	f	0.00	t	g	200.00	0.00	-
b	30.08	1.04	y	p	i	bb	0.50	t	t	10.00	t	g	132.00	28.00	-
b	44.25	11.00	y	p	d	v	1.50	t	f	0.00	f	s	0.00	0.00	-
b	23.58	0.46	y	p	w	v	2.63	t	t	6.00	t	g	208.00	347.00	-
b	23.92	1.50	u	g	d	h	1.88	t	t	6.00	f	g	200.00	327.00	+
b	33.17	1.00	u	g	x	v	0.75	t	t	7.00	t	g	340.00	4071.00	+
b	48.33	12.00	u	g	m	v	16.00	t	f	0.00	f	s	110.00	0.00	+
b	76.75	22.29	u	g	e	z	12.75	t	t	1.00	t	g	0.00	109.00	+
b	51.33	10.00	u	g	i	bb	0.00	t	t	11.00	f	g	0.00	1249.00	+
b	34.75	15.00	u	g	r	n	5.38	t	t	9.00	t	g	0.00	134.00	+
b	38.58	3.34	u	g	w	v	4.00	t	t	14.00	f	g	383.00	1344.00	+
a	22.42	11.25	y	p	x	h	0.75	t	t	4.00	f	g	0.00	321.00	+
b	41.92	0.42	u	g	c	h	0.21	t	t	6.00	f	g	220.00	948.00	+
b	29.58	4.50	u	g	w	v	7.50	t	t	2.00	t	g	330.00	0.00	+
a	32.17	1.46	u	g	w	v	1.09	t	t	16.00	f	g	120.00	2079.00	+
b	51.42	0.04	u	g	x	h	0.04	t	f	0.00	f	g	0.00	3000.00	+
a	22.83	2.29	u	g	q	h	2.29	t	t	7.00	t	g	140.00	2384.00	+
a	25.00	12.33	u	g	cc	h	3.50	t	t	6.00	f	g	400.00	458.00	+
b	26.75	1.13	u	g	x	h	1.25	t	f	0.00	f	g	0.00	5298.00	+
b	23.33	1.50	u	g	c	h	1.41	t	f	0.00	f	g	422.00	200.00	+
b	24.42	12.34	u	g	q	h	1.59	t	f	0.00	t	g	120.00	0.00	+
b	42.17	5.04	u	g	q	h	12.75	t	f	0.00	t	g	92.00	0.00	+
a	20.83	3.00	u	g	aa	v	0.04	t	f	0.00	f	g	100.00	0.00	+
b	23.08	11.50	u	g	w	h	2.13	t	t	11.00	t	g	290.00	284.00	+
a	25.17	2.88	u	g	x	h	0.88	t	f	0.00	f	g	360.00	0.00	+
b	43.08	0.38	y	p	c	v	0.38	t	t	8.00	t	g	300.00	162.00	+
a	35.75	0.92	u	g	aa	v	0.75	t	t	4.00	f	g	0.00	1583.00	+
b	59.50	2.75	u	g	w	v	1.75	t	t	5.00	t	g	60.00	58.00	+
b	21.00	3.00	y	p	d	v	1.09	t	t	8.00	t	g	160.00	1.00	+
b	21.92	0.54	y	p	x	v	0.04	t	t	1.00	t	g	840.00	59.00	+
a	65.17	14.00	u	g	ff	ff	0.00	t	t	11.00	t	g	0.00	1400.00	+
a	20.33	10.00	u	g	c	h	1.00	t	t	4.00	f	g	50.00	1465.00	+
b	32.25	0.17	y	p	c	h	3.25	t	t	1.00	t	g	432.00	8000.00	+
b	30.17	0.50	u	g	c	v	1.75	t	t	11.00	f	g	32.00	540.00	+
b	25.17	6.00	u	g	c	v	1.00	t	t	3.00	f	g	0.00	0.00	+
b	39.17	1.63	u	g	c	v	1.50	t	t	10.00	f	g	186.00	4700.00	+
b	39.08	6.00	u	g	m	v	1.29	t	t	5.00	t	g	108.00	1097.00	+
b	31.67	0.83	u	g	x	v	1.34	t	t	8.00	t	g	303.00	3290.00	+
b	41.00	0.04	u	g	e	v	0.04	f	t	1.00	f	s	560.00	0.00	+
b	48.50	4.25	u	g	m	v	0.13	t	f	0.00	t	g	225.00	0.00	+
b	32.67	9.00	y	p	w	h	5.25	t	f	0.00	t	g	154.00	0.00	+
a	28.08	15.00	y	p	e	z	0.00	t	f	0.00	f	g	0.00	13212.00	+
b	73.42	17.75	u	g	ff	ff	0.00	t	f	0.00	t	g	0.00	0.00	+
b	64.08	20.00	u	g	x	h	17.50	t	t	9.00	t	g	0.00	1000.00	+
b	51.58	15.00	u	g	c	v	8.50	t	t	9.00	f	g	0.00	0.00	+
b	26.67	1.75	y	p	c	v	1.00	t	t	5.00	t	g	160.00	5777.00	+
b	25.33	0.58	u	g	c	v	0.29	t	t	7.00	t	g	96.00	5124.00	+
b	30.17	6.50	u	g	cc	v	3.13	t	t	8.00	f	g	330.00	1200.00	+
b	27.00	0.75	u	g	c	h	4.25	t	t	3.00	t	g	312.00	150.00	+
b	23.17	0.00	?	?	?	?	0.00	f	f	0.00	f	p	184.01	0.00	+
b	34.17	5.25	u	g	w	v	0.09	f	f	0.00	t	g	290.00	6.00	+
b	38.67	0.21	u	g	k	v	0.09	t	f	0.00	t	g	280.00	0.00	+
b	25.75	0.75	u	g	c	bb	0.25	t	f	0.00	f	g	349.00	23.00	+
a	46.08	3.00	u	g	c	v	2.38	t	t	8.00	t	g	396.00	4159.00	+
a	21.50	6.00	u	g	aa	v	2.50	t	t	3.00	f	g	80.00	918.00	+
?	20.08	0.13	u	g	q	v	1.00	f	t	1.00	f	g	240.00	768.00	+
b	20.50	2.41	u	g	c	v	2.00	t	t	11.00	t	g	200.00	3000.00	+
a	29.50	0.46	u	g	k	v	0.54	t	t	4.00	f	g	380.00	500.00	+
?	42.25	1.75	y	p	?	?	0.00	f	f	0.00	t	g	150.00	1.00	-
b	29.83	1.25	y	p	k	v	0.25	f	f	0.00	f	g	224.00	0.00	-
b	20.08	0.25	u	g	q	v	0.13	f	f	0.00	f	g	200.00	0.00	-
b	23.42	0.58	u	g	c	h	0.09	t	f	0.00	f	g	180.00	0.00	-
a	29.58	1.75	y	p	k	v	1.25	f	f	0.00	t	g	280.00	0.00	-
b	16.17	0.04	u	g	c	v	0.04	f	f	0.00	f	g	0.00	0.00	+
b	32.33	3.50	u	g	k	v	0.50	f	f	0.00	t	g	232.00	0.00	-
b	31.57	0.04	y	p	d	v	4.25	f	f	0.00	t	g	460.00	0.00	-
b	47.83	4.16	u	g	x	bb	0.09	f	f	0.00	t	g	520.00	0.00	-
b	20.00	1.25	y	p	k	v	0.13	f	f	0.00	f	g	140.00	4.00	-
b	27.58	3.25	y	p	q	h	5.09	f	t	2.00	t	g	369.00	1.00	-
b	22.00	0.79	u	g	w	v	0.29	f	t	1.00	f	g	420.00	283.00	-
b	19.33	10.91	u	g	c	bb	0.58	f	t	2.00	t	g	200.00	7.00	-
a	38.33	4.41	u	g	c	v	0.13	f	f	0.00	f	g	160.00	0.00	-
b	29.42	1.25	u	g	c	h	0.25	f	t	2.00	t	g	400.00	108.00	-
b	22.67	0.75	u	g	i	v	1.59	f	t	1.00	t	g	400.00	9.00	-
b	32.25	14.00	y	p	ff	ff	0.00	f	t	2.00	f	g	160.00	1.00	-
b	29.58	4.75	u	g	m	v	2.00	f	t	1.00	t	g	460.00	68.00	-
b	18.42	10.41	y	p	aa	v	0.13	t	f	0.00	f	g	120.00	375.00	-
b	22.17	2.25	u	g	i	v	0.13	f	f	0.00	f	g	160.00	10.00	-
b	22.67	0.17	u	g	c	j	2.25	f	f	0.00	t	s	0.00	0.00	+
a	25.58	0.00	?	?	?	?	0.00	f	f	0.00	f	p	184.01	0.00	+
b	18.83	0.00	u	g	q	v	0.67	f	f	0.00	f	g	160.00	1.00	-
b	21.58	0.79	y	p	cc	v	0.67	f	f	0.00	f	g	160.00	0.00	-
b	23.75	12.00	u	g	c	v	2.09	f	f	0.00	f	s	80.00	0.00	-
b	22.00	7.84	y	p	i	bb	0.17	f	f	0.00	t	g	184.01	0.00	-
b	36.08	2.54	u	g	ff	ff	0.00	f	f	0.00	f	g	0.00	1000.00	-
